,Unnamed: 0.1,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school
1182,1210,3.3,3.15,0.0,3,0.42200000000000004,0.8,4,2090,0.455,0.20800000000000002,0.019,0.27399999999999997,0.235,0.052000000000000005,0.122,0.048,0.027000000000000003,0.027000000000000003,0.188,0.809,4,3,3,3,3,0.8,3,0.76,2,3,0.929,0.74,3,0.961,0.82,2,4.9
728,750,2.03,2.43,0.0,4,0.797,0.98,4,518,0.34700000000000003,0.019,0.606,0.40299999999999997,0.4920000000000001,0.0,0.017,0.13699999999999998,0.18,0.18,0.198,0.767,4,4,3,4,3,0.97,4,0.96,4,4,0.9209999999999999,0.91,4,0.976,0.98,4,1.9
610,628,2.57,2.17,0.0,2,0.778,0.94,4,311,0.013000000000000001,0.723,0.042,0.569,0.235,0.016,0.196,0.003,0.11900000000000001,0.11900000000000001,0.6679999999999999,0.941,2,2,3,2,3,0.9,3,0.79,3,2,0.809,0.74,2,0.9620000000000001,0.9,3,1.8
1219,1248,2.35,2.03,0.0,3,0.809,0.69,2,288,0.045,0.177,0.382,0.47200000000000003,0.75,0.031,0.222,0.027999999999999997,0.188,0.188,0.601,0.667,4,3,3,4,3,0.72,3,0.79,2,3,0.8,0.63,2,0.9670000000000001,0.84,2,2.4
7,7,2.47,2.36,88.0,3,68.7,84.0,3,427,4.7,39.6,3.0,52.5,52.2,0.0,15.7,3.0,8.7,8.7,40.5,77.4,3,4,4,4,3,90.0,4,63.0,1,3,88.5,81.0,3,95.9,88.0,3,11.0
582,600,3.03,2.86,0.0,3,0.643,0.89,3,699,0.114,0.33799999999999997,0.028999999999999998,0.46799999999999997,0.435,0.039,0.16699999999999998,0.09300000000000001,0.07400000000000001,0.07400000000000001,0.348,0.711,4,2,2,3,3,0.87,2,0.76,2,3,0.879,0.66,3,0.9570000000000001,0.87,3,2.0
884,909,2.42,2.15,0.0,2,0.8590000000000001,0.69,1,369,0.005,0.111,0.312,0.621,0.867,0.092,0.22,0.016,0.225,0.225,0.496,0.66,3,2,2,3,3,0.74,2,0.79,2,3,0.863,0.7,2,0.97,0.8,2,1.0
357,368,2.84,2.76,87.0,4,45.2,78.0,2,3840,24.6,9.6,5.7,33.4,33.8,6.0,12.8,30.0,3.2,3.2,23.2,90.1,4,3,3,4,3,85.0,3,65.0,1,3,91.1,81.0,3,96.1,86.0,3,7.3
329,340,2.67,2.81,88.0,4,53.8,85.0,3,666,60.7,14.9,10.1,41.1,18.3,1.6,11.4,5.3,4.5,4.5,29.2,57.1,4,3,4,4,3,89.0,3,74.0,2,3,91.3,84.0,3,96.8,91.0,3,9.0
735,758,1.94,2.5,0.0,4,0.8759999999999999,0.98,4,442,0.5660000000000001,0.023,0.828,0.251,0.382,0.002,0.016,0.02,0.095,0.095,0.273,0.828,4,3,3,3,3,0.9,3,0.8,3,2,0.904,0.82,4,0.956,0.97,4,4.8
908,933,2.75,2.36,0.0,4,0.83,0.93,4,376,0.028999999999999998,0.25,0.045,0.644,0.6990000000000001,0.003,0.23399999999999999,0.011000000000000001,0.098,0.098,0.247,0.5870000000000001,4,3,4,4,4,0.87,4,0.83,2,4,0.924,0.85,4,0.97,0.94,4,10.0
258,268,2.84,2.7,94.0,3,61.5,90.0,4,454,5.3,75.8,1.5,48.0,17.4,0.4,10.1,1.1,4.6,4.6,19.0,96.0,3,3,3,3,3,88.0,3,75.0,3,4,92.4,88.0,3,95.5,94.0,4,2.4
911,936,1.8,1.84,0.0,4,0.9470000000000001,0.89,3,443,0.043,0.115,0.856,0.332,0.813,0.009000000000000001,0.054000000000000006,0.016,0.289,0.289,0.373,0.857,4,3,3,4,3,0.86,3,0.85,3,3,0.8859999999999999,0.84,4,0.981,0.93,4,10.5
935,960,1.87,2.02,0.0,3,0.907,0.78,2,332,0.127,0.042,0.813,0.455,0.768,0.009000000000000001,0.14800000000000002,0.036000000000000004,0.262,0.262,0.594,0.387,4,2,2,3,3,0.78,2,0.87,3,2,0.8109999999999999,0.71,3,0.9740000000000001,0.89,3,2.8
811,835,3.06,2.93,0.0,4,0.586,0.95,4,393,0.122,0.201,0.01,0.405,0.547,0.0,0.244,0.10400000000000001,0.055999999999999994,0.055999999999999994,0.16399999999999998,0.78,4,3,4,4,4,0.9,4,0.93,4,3,0.94,0.84,4,0.99,0.94,4,15.8
1015,1040,2.99,2.68,0.0,2,0.752,0.69,2,310,0.023,0.21,0.07400000000000001,0.594,0.716,0.023,0.161,0.026000000000000002,0.09,0.09,0.434,0.667,4,3,3,3,3,0.75,3,0.83,3,3,0.887,0.64,3,0.966,0.84,3,4.0
1110,1137,2.67,2.54,0.0,2,0.769,0.7,2,3183,0.39,0.11699999999999999,0.365,0.415,0.314,0.057,0.14300000000000002,0.174,0.16699999999999998,0.16699999999999998,0.28600000000000003,0.843,3,2,3,3,2,0.73,2,0.73,1,3,0.887,0.7,3,0.9640000000000001,0.79,2,2.0
525,543,2.09,1.9,0.0,2,0.878,0.72,2,234,0.004,0.35,0.128,0.718,0.624,0.055999999999999994,0.33299999999999996,0.013000000000000001,0.218,0.218,0.598,0.65,3,2,3,2,2,0.68,2,0.83,3,2,0.757,0.63,2,0.965,0.78,2,0.5
864,889,2.88,2.66,0.0,3,0.621,0.95,4,458,0.092,0.251,0.044000000000000004,0.43,0.515,0.0,0.24,0.1,0.068,0.068,0.341,0.618,3,3,3,3,3,0.84,3,0.9,3,3,0.902,0.76,3,0.97,0.95,4,5.0
1193,1221,2.92,2.51,0.0,3,0.418,0.84,3,427,0.03,0.855,0.013999999999999999,0.3,0.063,0.006999999999999999,0.15,0.021,0.052000000000000005,0.052000000000000005,0.379,0.8059999999999999,4,3,4,4,4,0.82,4,0.82,2,2,0.853,0.74,3,0.9640000000000001,0.81,2,7.9
785,809,2.65,2.61,0.0,2,0.639,0.55,1,2437,0.264,0.062,0.13699999999999998,0.405,0.505,0.064,0.142,0.153,0.053,0.053,0.244,0.738,3,2,3,3,2,0.63,2,0.74,0,3,0.893,0.62,3,0.958,0.65,0,4.8
1164,1191,2.52,2.2,0.0,4,0.72,0.95,4,450,0.064,0.402,0.28,0.40700000000000003,0.5,0.004,0.151,0.02,0.08900000000000001,0.08900000000000001,0.485,0.8079999999999999,4,3,3,4,4,0.85,4,0.89,4,3,0.8440000000000001,0.81,3,0.96,0.95,4,2.9
440,452,1.99,2.26,0.0,4,0.875,0.97,4,342,0.24600000000000002,0.158,0.6729999999999999,0.38299999999999995,0.474,0.003,0.040999999999999995,0.12,0.19899999999999998,0.19899999999999998,0.32899999999999996,0.857,4,4,4,4,4,0.91,4,0.89,4,3,0.8959999999999999,0.83,3,0.968,0.96,4,3.8
531,549,2.48,2.6,0.0,4,0.838,0.82,3,361,0.011000000000000001,0.33799999999999997,0.066,0.598,0.64,0.0,0.247,0.008,0.075,0.075,0.32299999999999995,0.527,4,3,4,4,4,0.8,4,0.8,3,3,0.889,0.7,3,0.9640000000000001,0.87,3,3.9
1006,1031,2.53,2.09,0.0,3,0.758,0.94,4,476,0.017,0.342,0.105,0.557,0.616,0.086,0.282,0.011000000000000001,0.162,0.162,0.38299999999999995,1.0,3,2,3,3,2,0.8,2,0.83,2,3,0.856,0.59,3,0.963,0.89,3,1.6
228,237,2.14,2.1,74.0,2,70.6,56.0,1,383,1.6,55.9,7.0,56.9,38.1,9.4,29.2,2.9,7.6,7.6,57.8,64.9,2,2,2,2,2,82.0,2,75.0,0,2,80.5,79.0,2,97.0,72.0,0,3.9
1144,1171,3.35,3.24,0.0,4,0.381,0.91,3,1046,0.179,0.013999999999999999,0.011000000000000001,0.245,0.42,0.002,0.15,0.344,0.018000000000000002,0.018000000000000002,0.217,0.516,4,4,4,4,4,0.87,4,0.81,2,4,0.9229999999999999,0.82,3,0.977,0.89,3,6.0
212,221,2.49,2.27,89.0,4,69.5,86.0,3,470,3.5,73.6,2.5,50.0,14.8,1.1,15.5,4.9,6.7,6.7,30.3,61.5,4,4,4,3,4,84.0,4,73.0,2,3,90.5,82.0,3,96.5,88.0,3,4.8
79,83,3.45,3.0,92.0,4,50.7,90.0,4,659,13.7,22.0,0.0,35.2,48.1,0.0,3.2,14.8,3.2,3.2,13.1,66.7,4,4,4,4,3,87.0,4,84.0,4,4,95.7,88.0,4,97.2,93.0,4,3.9
148,155,2.22,2.23,85.0,3,75.3,74.0,2,417,6.7,34.3,9.8,59.5,55.9,0.5,20.9,1.4,10.6,10.6,50.2,74.1,3,2,2,3,2,85.0,2,70.0,2,3,83.5,76.0,2,96.7,86.0,2,4.2
618,636,2.63,2.29,0.0,4,0.687,0.8,3,304,0.03,0.727,0.043,0.484,0.135,0.01,0.184,0.099,0.099,0.099,0.44,0.703,3,4,4,4,4,0.77,4,0.8,3,3,0.861,0.68,2,0.9570000000000001,0.87,3,5.8
738,761,2.62,2.54,0.0,4,0.612,0.89,3,3566,0.27399999999999997,0.188,0.17,0.409,0.469,0.059000000000000004,0.14400000000000002,0.05,0.051,0.051,0.35100000000000003,0.858,4,3,3,4,3,0.84,3,0.78,3,3,0.86,0.68,3,0.9570000000000001,0.87,3,9.9
723,745,1.87,1.95,0.0,4,0.871,0.95,4,380,0.003,0.0,0.8290000000000001,0.263,0.997,0.0,0.042,0.0,0.174,0.174,0.263,0.419,4,3,4,4,3,0.92,4,0.89,4,3,0.912,0.86,4,0.9690000000000001,0.94,4,1.0
133,139,2.02,1.95,85.0,3,90.2,74.0,2,207,0.0,34.3,21.3,75.8,63.3,4.8,30.0,1.9,16.4,16.4,63.1,62.5,3,2,3,2,3,84.0,2,86.0,4,2,74.9,79.0,2,97.4,93.0,4,7.9
818,843,2.75,2.46,0.0,3,0.6859999999999999,0.8,2,400,0.05,0.38799999999999996,0.053,0.518,0.52,0.0,0.185,0.018000000000000002,0.12,0.12,0.324,0.75,3,3,3,2,2,0.79,3,0.75,1,3,0.8959999999999999,0.62,2,0.943,0.84,2,13.0
408,420,2.68,2.48,0.0,3,0.7020000000000001,0.72,2,410,0.046,0.40700000000000003,0.028999999999999998,0.551,0.527,0.005,0.163,0.015,0.102,0.102,0.324,0.7929999999999999,4,4,4,3,3,0.79,3,0.75,2,2,0.89,0.67,3,0.9570000000000001,0.84,3,12.0
701,721,2.73,2.5,0.0,3,0.621,0.89,4,562,0.11199999999999999,0.21899999999999997,0.10300000000000001,0.441,0.228,0.004,0.19899999999999998,0.425,0.052000000000000005,0.052000000000000005,0.41700000000000004,0.882,4,3,4,3,2,0.88,3,0.87,3,2,0.855,0.71,3,0.9520000000000001,0.91,4,9.6
507,522,2.29,2.2,0.0,3,0.8320000000000001,0.63,2,504,0.022000000000000002,0.29,0.159,0.677,0.669,0.006,0.27,0.008,0.131,0.131,0.446,0.632,4,3,3,4,3,0.74,3,0.86,3,3,0.846,0.72,3,0.961,0.81,3,0.9
920,945,2.37,2.03,0.0,3,0.868,0.93,4,341,0.012,0.276,0.12,0.6920000000000001,0.68,0.076,0.282,0.026000000000000002,0.126,0.126,0.721,0.5770000000000001,4,4,4,3,4,0.78,4,0.89,3,3,0.799,0.67,2,0.975,0.9,3,2.9
504,519,2.97,2.83,0.0,2,0.813,0.79,3,337,0.03,0.163,0.027000000000000003,0.608,0.769,0.0,0.154,0.012,0.071,0.071,0.213,0.8,3,2,3,2,3,0.8,3,0.8,3,3,0.915,0.65,3,0.9690000000000001,0.86,3,11.9
886,911,3.41,3.38,0.0,3,0.6559999999999999,0.92,3,1604,0.19,0.201,0.052000000000000005,0.456,0.541,0.002,0.10800000000000001,0.046,0.07400000000000001,0.07400000000000001,0.155,0.696,4,4,4,3,4,0.87,4,0.82,3,4,0.9329999999999999,0.79,4,0.973,0.89,3,10.0
347,358,2.28,2.06,78.0,2,68.8,73.0,2,397,5.0,52.6,5.5,52.6,33.5,1.0,21.4,3.8,7.8,7.8,49.1,53.6,3,3,3,3,3,77.0,2,72.0,2,2,80.8,77.0,3,94.7,81.0,2,1.0
386,397,2.69,2.62,92.0,4,36.6,90.0,3,1327,6.9,22.3,1.1,23.5,20.2,3.2,21.4,49.8,0.4,0.4,29.6,79.2,4,3,4,4,4,93.0,4,80.0,2,3,90.2,87.0,3,97.8,92.0,3,11.3
0,0,2.18,2.06,77.0,2,83.2,72.0,2,255,13.2,24.4,12.7,66.3,56.6,1.5,29.8,3.9,19.0,19.0,56.8,66.7,2,2,2,2,2,72.0,1,76.0,2,3,76.6,77.0,2,97.1,87.0,3,3.0
360,371,3.28,2.98,59.0,3,41.0,45.0,1,779,43.3,38.2,0.2,29.8,14.2,0.0,6.8,2.9,1.6,1.6,9.6,87.5,4,3,4,4,4,85.0,3,66.0,1,4,95.5,82.0,4,95.6,64.0,1,3.2
1157,1184,3.17,3.1,0.0,3,0.359,0.81,2,3744,0.435,0.20800000000000002,0.05,0.209,0.198,0.040999999999999995,0.126,0.14400000000000002,0.033,0.033,0.201,0.912,4,3,3,3,3,0.79,3,0.75,0,2,0.924,0.72,0,0.9620000000000001,0.87,0,0.8
475,487,2.3,2.08,0.0,2,0.826,0.85,3,232,0.047,0.409,0.073,0.672,0.504,0.022000000000000002,0.319,0.026000000000000002,0.142,0.142,0.525,0.895,3,2,3,2,2,0.85,3,0.83,3,2,0.816,0.67,2,0.961,0.87,3,0.2
813,837,3.73,3.8,0.0,2,0.359,0.74,3,614,0.345,0.124,0.005,0.18100000000000002,0.174,0.0,0.099,0.319,0.034,0.034,0.102,0.638,4,3,4,3,3,0.81,3,0.91,3,4,0.953,0.72,3,0.972,0.81,2,2.0
787,811,3.49,3.32,0.0,4,0.305,0.89,3,828,0.11199999999999999,0.139,0.004,0.174,0.33899999999999997,0.001,0.098,0.359,0.013999999999999999,0.013999999999999999,0.08900000000000001,0.857,4,3,4,4,3,0.87,3,0.87,3,4,0.951,0.77,4,0.9620000000000001,0.9,3,11.8
172,181,2.27,2.02,88.0,3,75.1,87.0,3,389,3.3,45.0,7.5,59.6,49.1,2.6,23.9,1.3,13.6,13.6,50.2,80.8,3,2,3,3,3,83.0,2,76.0,3,2,83.4,84.0,3,97.2,92.0,3,3.9
450,462,2.92,2.59,0.0,3,0.506,0.93,4,456,0.07200000000000001,0.23199999999999998,0.018000000000000002,0.33299999999999996,0.493,0.002,0.248,0.18,0.075,0.075,0.354,0.5710000000000001,3,2,2,3,3,0.85,3,0.84,3,3,0.883,0.71,2,0.981,0.93,4,3.9
125,130,2.03,2.07,84.0,0,84.3,74.0,0,147,0.0,32.7,8.8,71.4,63.9,0.7,31.3,2.7,4.1,4.1,75.7,100.0,0,0,0,0,0,87.0,0,82.0,0,0,70.7,83.0,0,94.7,92.0,0,3.4
667,686,3.37,3.24,0.0,3,0.474,0.87,3,946,0.027000000000000003,0.882,0.008,0.297,0.051,0.001,0.059000000000000004,0.011000000000000001,0.036000000000000004,0.036000000000000004,0.359,0.823,4,4,4,3,3,0.85,4,0.94,4,3,0.8859999999999999,0.64,3,0.982,0.86,3,14.9
530,548,2.41,2.23,0.0,2,0.7170000000000001,0.68,2,337,0.003,0.596,0.027000000000000003,0.49,0.36200000000000004,0.068,0.312,0.003,0.098,0.098,0.33299999999999996,0.767,4,2,3,3,2,0.7,2,0.87,3,3,0.861,0.63,3,0.9620000000000001,0.79,2,0.8
90,94,2.05,2.05,90.0,3,83.8,81.0,3,491,0.2,9.0,44.4,69.0,89.2,4.3,21.0,0.6,16.9,16.9,44.5,86.2,3,3,3,3,3,84.0,3,78.0,3,3,85.2,81.0,3,95.9,90.0,3,4.3
1185,1213,4.04,4.24,0.0,3,0.319,0.92,4,462,0.7879999999999999,0.054000000000000006,0.0,0.184,0.069,0.0,0.002,0.057999999999999996,0.019,0.019,0.035,1.0,3,3,3,3,2,0.8,3,0.81,2,4,0.973,0.8,3,0.956,0.92,3,0.6
181,190,2.3,2.16,92.0,3,69.0,90.0,4,427,3.0,28.8,2.6,53.2,57.1,1.2,18.7,9.4,10.3,10.3,45.3,24.2,3,3,3,3,3,89.0,3,76.0,3,3,84.7,80.0,3,97.0,92.0,3,3.1
974,999,2.6,2.31,0.0,4,0.802,0.98,4,449,0.009000000000000001,0.23800000000000002,0.316,0.535,0.7170000000000001,0.022000000000000002,0.18,0.013000000000000001,0.183,0.183,0.344,0.32299999999999995,3,3,3,4,3,0.86,3,0.86,3,4,0.887,0.75,3,0.9890000000000001,0.93,4,3.3
414,426,2.57,2.31,0.0,3,0.752,0.8,3,331,0.06,0.39899999999999997,0.042,0.583,0.498,0.003,0.23600000000000002,0.039,0.139,0.139,0.44299999999999995,0.44,3,2,3,3,3,0.71,2,0.74,2,3,0.856,0.61,2,0.972,0.81,2,2.0
251,261,2.22,2.05,88.0,4,64.2,88.0,4,246,1.6,82.1,14.6,43.1,13.0,0.8,15.4,2.8,11.8,11.8,33.1,83.3,4,3,4,4,4,87.0,4,89.0,4,2,87.4,84.0,4,98.1,89.0,3,4.9
69,72,2.25,2.17,64.0,1,77.5,51.0,1,594,3.9,32.5,10.6,59.8,59.3,4.7,22.1,2.9,15.5,15.5,63.9,85.7,2,2,2,2,2,75.0,1,69.0,0,2,76.7,73.0,1,93.7,73.0,0,12.9
131,137,2.74,2.64,91.0,4,75.3,87.0,3,457,6.3,25.4,3.3,58.0,65.9,3.9,17.7,1.5,6.6,6.6,26.8,64.3,4,4,4,4,4,83.0,4,75.0,3,4,92.0,86.0,3,97.1,93.0,4,10.0
300,311,2.37,2.2,98.0,4,67.5,97.0,4,271,7.4,51.7,2.2,54.2,26.6,1.5,23.2,13.7,7.0,7.0,37.6,66.7,4,3,4,4,3,97.0,4,94.0,4,4,88.4,89.0,4,97.0,97.0,4,3.8
861,886,2.33,2.4,0.0,4,0.828,0.91,4,525,0.002,0.002,0.467,0.52,0.992,0.002,0.05,0.0,0.22899999999999998,0.22899999999999998,0.253,0.8059999999999999,4,4,4,4,4,0.87,4,0.83,3,4,0.9159999999999999,0.83,3,0.9690000000000001,0.91,3,14.0
326,337,2.78,2.93,90.0,4,53.9,86.0,3,2168,30.9,6.3,2.6,41.1,49.0,4.5,9.1,11.0,3.0,3.0,10.3,86.0,4,3,4,4,3,89.0,3,70.0,2,4,95.1,83.0,4,95.8,91.0,3,5.8
1198,1227,2.92,2.8,0.0,3,0.502,0.93,4,435,0.179,0.10099999999999999,0.023,0.359,0.526,0.0,0.166,0.147,0.051,0.051,0.155,0.457,4,3,4,3,3,0.78,3,0.86,3,3,0.9359999999999999,0.67,3,0.978,0.92,3,4.0
499,512,2.55,2.31,0.0,4,0.878,0.9,3,359,0.022000000000000002,0.259,0.033,0.685,0.691,0.0,0.23399999999999999,0.013999999999999999,0.08900000000000001,0.08900000000000001,0.24100000000000002,0.617,4,3,4,4,4,0.85,4,0.79,3,4,0.9109999999999999,0.79,4,0.9670000000000001,0.87,3,9.0
693,712,2.28,2.04,0.0,3,0.7829999999999999,0.86,3,498,0.013999999999999999,0.6829999999999999,0.06,0.627,0.28300000000000003,0.147,0.307,0.008,0.155,0.155,0.5589999999999999,0.976,3,2,3,3,3,0.78,3,0.8,3,3,0.7440000000000001,0.66,2,0.956,0.86,3,7.8
963,988,1.87,1.94,0.0,4,0.955,0.89,3,377,0.077,0.207,0.851,0.41100000000000003,0.682,0.003,0.042,0.027000000000000003,0.313,0.313,0.415,0.5379999999999999,4,4,4,4,3,0.84,4,0.82,3,2,0.843,0.86,3,0.965,0.93,4,5.0
495,508,2.41,2.16,0.0,3,0.825,0.93,4,615,0.003,0.161,0.27,0.623,0.815,0.09300000000000001,0.22,0.02,0.172,0.172,0.395,0.9490000000000001,3,2,3,3,3,0.85,3,0.91,4,3,0.867,0.69,3,0.95,0.91,4,16.8
338,349,2.82,2.76,85.0,3,37.6,77.0,2,3336,40.3,13.0,4.9,26.5,27.9,3.6,14.1,18.1,3.4,3.4,20.2,84.9,3,3,3,4,4,84.0,3,66.0,1,4,93.1,79.0,3,96.1,86.0,3,6.9
1010,1035,2.34,2.1,0.0,2,0.8290000000000001,0.67,1,344,0.015,0.256,0.209,0.637,0.715,0.003,0.262,0.012,0.183,0.183,0.5489999999999999,0.536,3,3,3,3,3,0.72,3,0.83,3,2,0.8079999999999999,0.69,2,0.963,0.81,2,9.9
164,172,3.85,3.98,83.0,3,29.8,81.0,3,3015,62.8,2.6,0.0,17.9,5.5,0.0,1.3,22.1,1.0,1.0,5.5,75.9,3,3,4,4,3,80.0,3,68.0,2,4,97.0,87.0,4,97.4,89.0,3,1.8
28,28,3.61,3.61,80.0,2,20.4,75.0,2,541,20.1,4.4,0.0,11.3,10.9,0.0,5.9,61.4,1.1,1.1,7.2,93.5,2,4,3,4,3,89.0,3,76.0,3,4,96.5,92.0,4,97.5,86.0,3,7.0
516,531,2.46,2.18,0.0,4,0.713,0.88,3,452,0.035,0.285,0.038,0.5579999999999999,0.604,0.004,0.27,0.064,0.10400000000000001,0.10400000000000001,0.523,0.7240000000000001,4,3,4,4,4,0.77,4,0.78,3,3,0.8190000000000001,0.68,3,0.9640000000000001,0.91,4,8.0
193,202,2.03,1.9,85.0,2,77.4,78.0,3,170,0.6,44.1,18.8,54.1,52.4,12.4,28.2,1.8,25.3,25.3,70.7,93.8,2,2,2,2,2,79.0,2,78.0,3,2,69.3,82.0,2,96.1,90.0,3,0.4
661,680,2.43,2.13,0.0,4,0.69,0.79,3,394,0.015,0.82,0.081,0.49,0.109,0.01,0.254,0.036000000000000004,0.152,0.152,0.337,0.905,4,3,4,4,3,0.75,3,0.8,3,3,0.873,0.63,3,0.9590000000000001,0.85,3,11.3
948,973,2.42,2.15,0.0,3,0.831,0.94,3,397,0.003,0.28,0.161,0.612,0.695,0.083,0.27699999999999997,0.013000000000000001,0.139,0.139,0.5670000000000001,0.75,3,2,3,3,2,0.79,2,0.85,3,2,0.79,0.72,2,0.981,0.93,4,3.0
169,178,2.03,1.99,76.0,0,80.1,71.0,0,178,2.2,21.3,27.0,65.2,75.3,15.2,39.9,1.1,6.7,6.7,67.6,94.1,0,0,0,0,0,73.0,0,72.0,0,0,73.2,80.0,0,95.3,81.0,0,3.3
820,845,2.55,2.19,0.0,4,0.758,0.83,3,398,0.03,0.27399999999999997,0.085,0.598,0.643,0.023,0.214,0.027999999999999997,0.11599999999999999,0.11599999999999999,0.512,0.889,3,3,3,4,3,0.79,3,0.87,0,2,0.8170000000000001,0.7,2,0.97,0.86,0,4.8
173,182,2.24,2.15,82.0,3,76.8,76.0,2,471,3.6,39.9,6.6,59.4,54.4,0.8,19.3,1.5,12.5,12.5,37.6,71.4,3,2,3,3,3,82.0,2,77.0,3,3,86.4,73.0,3,97.1,85.0,2,1.9
518,534,2.19,1.98,0.0,3,0.8440000000000001,0.74,2,193,0.01,0.446,0.098,0.6579999999999999,0.508,0.036000000000000004,0.295,0.021,0.18100000000000002,0.18100000000000002,0.521,0.647,2,2,3,3,2,0.76,2,0.84,3,2,0.833,0.67,2,0.9620000000000001,0.81,3,10.0
964,989,2.93,2.81,0.0,3,0.42100000000000004,0.75,2,707,0.078,0.096,0.057999999999999996,0.27399999999999997,0.588,0.076,0.215,0.235,0.069,0.069,0.248,0.7859999999999999,4,3,3,4,3,0.73,3,0.88,3,3,0.92,0.69,3,0.9620000000000001,0.84,3,10.0
732,754,2.79,2.78,0.0,4,0.583,0.91,4,1575,0.11199999999999999,0.055999999999999994,0.039,0.434,0.757,0.045,0.146,0.07200000000000001,0.042,0.042,0.248,0.862,4,3,3,4,3,0.86,3,0.8,3,2,0.905,0.71,3,0.9590000000000001,0.9,3,5.8
491,504,2.45,2.2,0.0,4,0.831,0.95,4,372,0.003,0.07,0.183,0.653,0.9059999999999999,0.016,0.188,0.013000000000000001,0.153,0.153,0.593,0.647,3,2,3,4,3,0.9,3,0.89,3,3,0.8009999999999999,0.8,3,0.986,0.94,4,5.1
73,77,3.05,3.14,92.0,3,67.8,83.0,3,1603,19.2,20.9,3.4,51.6,54.1,0.1,6.6,4.2,6.1,6.1,18.1,77.8,3,4,3,4,4,92.0,4,65.0,1,3,93.4,85.0,3,97.8,86.0,2,8.0
1169,1197,2.49,2.17,0.0,1,0.677,0.71,2,370,0.051,0.5,0.076,0.516,0.354,0.022000000000000002,0.18899999999999997,0.051,0.09699999999999999,0.09699999999999999,0.57,0.625,3,2,3,2,2,0.69,2,0.78,2,1,0.816,0.64,2,0.9490000000000001,0.73,1,3.0
587,605,2.52,2.29,0.0,4,0.7120000000000001,0.91,4,434,0.037000000000000005,0.316,0.051,0.535,0.565,0.002,0.18899999999999997,0.071,0.094,0.094,0.5,0.405,4,3,4,4,4,0.82,4,0.83,3,3,0.818,0.73,3,0.9690000000000001,0.91,3,4.1
234,243,2.43,2.22,79.0,3,67.5,77.0,3,351,2.0,66.4,2.0,52.1,25.9,0.6,14.0,3.4,8.8,8.8,40.4,76.9,4,4,4,4,4,91.0,4,81.0,3,3,86.0,89.0,3,95.9,90.0,3,5.0
214,223,2.33,2.18,82.0,3,67.3,79.0,3,634,2.5,74.4,2.2,50.0,19.7,6.0,18.3,2.1,9.3,9.3,38.9,71.1,4,3,4,4,3,79.0,3,73.0,2,2,85.8,78.0,3,96.9,86.0,2,6.9
993,1018,2.41,2.06,0.0,3,0.77,0.82,3,415,0.027000000000000003,0.429,0.12300000000000001,0.588,0.501,0.053,0.272,0.027000000000000003,0.13,0.13,0.5529999999999999,0.765,3,2,3,3,3,0.74,2,0.81,2,3,0.8079999999999999,0.58,2,0.97,0.84,2,3.9
132,138,2.17,2.17,81.0,3,83.7,78.0,2,375,1.6,26.9,11.5,66.7,70.7,7.5,22.4,0.8,10.1,10.1,43.5,59.3,3,2,2,3,2,77.0,2,76.0,3,3,84.3,82.0,0,95.9,89.0,3,1.0
812,836,2.63,2.21,0.0,2,0.767,0.65,2,204,0.028999999999999998,0.363,0.08800000000000001,0.618,0.583,0.025,0.294,0.02,0.142,0.142,0.631,0.647,3,2,2,2,2,0.61,1,0.79,2,2,0.79,0.65,2,0.946,0.75,1,2.0
764,787,2.78,2.75,0.0,4,0.486,0.94,4,515,0.39799999999999996,0.4370000000000001,0.07400000000000001,0.287,0.09699999999999999,0.004,0.105,0.019,0.076,0.076,0.301,0.46399999999999997,4,3,4,4,3,0.91,4,0.81,3,3,0.9,0.74,3,0.9790000000000001,0.93,4,5.0
986,1011,1.78,1.86,0.0,2,0.937,0.64,2,341,0.018000000000000002,0.08199999999999999,0.924,0.37799999999999995,0.8590000000000001,0.0,0.053,0.028999999999999998,0.287,0.287,0.47200000000000003,0.727,3,2,3,3,3,0.65,2,0.77,2,2,0.8320000000000001,0.64,2,0.963,0.77,2,1.8
185,194,2.5,2.35,91.0,3,58.3,83.0,3,489,5.5,35.6,2.0,43.1,48.9,4.7,19.0,6.5,4.9,4.9,19.3,73.1,3,3,3,4,3,84.0,3,69.0,2,4,92.8,82.0,4,96.3,92.0,3,3.8
